품명부호,품목식별지침부호,품명(한글),품명(영문),품명정의(한글),품명정의(영문)
111,A02000,"보호대,전선용","PROTECTOR,ELECTRICAL CABLE","전선과 그 받침 또는 받침틀 사이에 끼워서 대기 온도의 변화로 일어나는 수축팽창 현상 때문에 마찰이 일어나는 것을 막거나 기타 외적인 원인으로 일어나는 손상을 막아 준다.  제외:INSULATION SLEEVING,ELECTRICAL","An item designed to be interposed between a cable and its support or housing to prevent chafing caused by contraction and expansion due to changes in the ambient temperature or damage or injury from outside sources.  Excludes:such items as loom, cotton sleeving, rubber blankets, grade clamps and all types of conduit and INSULATION SLEEVING,ELECTRICAL."
112,A105A0,"보호대,버팀줄용","PROTECTOR,GUY",차장물 또는 보호물로서 당김(받침) 줄이나 밧줄에 매어져 있을 수 있는 손상 또는 부상으로부터 제품이나 보행자를 보호할 목적으로  부착할 수 있는 보호물이나 방어물이다.,A shield or a guard designed to be attached to an item for the purpose of protecting the item and/or people from possible damage or injury.
113,A12200,"자석 발전기,점화용","MAGNETO,IGNITION","일종의 발전기로서 여기에 쓰는 막대자석들은 영구자석이며,내연기관의 실린더 속에  있는 연소 가능한 혼합물을 점화시키기 위 한 전기 에너지를 발전시켜 주는데 사용된 다. 이때 이 발전기의 배전기 부분,또는 별개의 장치에 의해 불꽃배전이 등반될 수 있다.",An electric generator whose field poles are permanent magnets and which is used to generate electrical energy for the purpose of igniting the combustible mixture in internal combustion engine cylinders. Spark distribution may be accomplished by a distributor portion of the magneto or by a separate item.
114,A32200,"변환기,주파수 변이용","CONVERTER,FREQUENCY","중간주파증폭기나 수신기의 음성출력으로부터 나온 진동수이동 신호를 받고,이 신호들을 진폭변조된 음질이나 직류신호들로 변환시키고, 이들을 단국장치,전화선 또는 무선주파연결에 공급하는 전자장치이다.","An electronic device which receives frequency shift signals from the intermediate frequency amplifier or audio output of a receiver, converts the signals into amplitude modulated tone or direct current signals and supplies it to terminal equipment, telephone lines, or a radio frequency link."
115,T228-D,"브리지,정전용량-저항용","BRIDGE,CAPACITANCE-RESISTANCE","기지 척도의 정전량이나 저항 또는 이상 두가지 요소 모두와 비교하여 미지의 정전용량이나 저항 또는 이상 두가지 모두의 값을 측정하는 전기시험 계기이다. 제외:BRIDGE,CAPACITANCE-INDUCTANCE-RESISTANCE","An electrical test instrument designed to measure the value of an unknown capacitance and/or resistance by comparison with calibrated known capacitances and/or resistances. Excludes:BRIDGE,CAPACITANCE-INDUCTANCE-RESISTANCE."
116,A03400,"모의 플러그,전화기용","DUMMY PLUG,TELEPHONE","실제 ""플러그,전화기용(PLUG,TELEPHONE)""의 자리를 차지하든가 단락이나 부하를 거는 용으로 ""잭 ,전화기용(JACK,TELEPHONE)""에 꽂아 쓰도록 된 품목이다.직접 케이블,도관,전선등에 연결시킬 수는 없으며 따라서""플러그,전화기용(PLUG,TELEPHONE)"" 으로도 사용될 수는 없다.","An item designed to be inserted into a JACK, TELEPHONE for the purpose of shorting, loading, or to occupy the space of a PLUG, TELEPHONE. It is not designed for direct attachment to a cable, conduit, or wire, and cannot be used as a PLUG, TELEPHONE."
117,A39900,변조기-전원 공급기,MODULATOR-POWER SUPPLY,"전원공급기와 변조기의 이중기능이 있는 구성품으로써 전원공급기와 변조기는 관련 구성품들과 함께 사용되며, 서로 사용되어 진다.",A component having the dual function of a power supply and a modulator. The power supply and modulator are used with associated components and may be used with each other.
118,A23800,"크리스탈 유니트 세트,석영제","CRYSTAL UNIT SET,QUARTZ",둘 이상의 각각의 수정 결정 유니트 집합체이다.,A grouping of two or more individual quartz crystal units.
119,A065A0,"등,패널용","LIGHT,PANEL","패널,배전반,게시판,자동차의 전면상부, 계기판 등의 위나 주위 또는 내부에 장치되어 직,간접조명을 비추도록 특수하게 설계된 품목으로써,갓이나 반사기를 포함하며 직접 비추거나 조명방향을 조정하는 특수장치를 포함하고 여광기도 포함된다. 등이 삽입된 회로에 관해 특정 형태의 조명을 나타내는 빛의 방향을 바꾸는 특수장치도 포함된다. 추가품목을 갖추면서 위와 같은 정의에 일치되는 품목은 ""등,지시기용(LIGHT,INDICATOR)""을 참조한다.패널조명에 추가하여 지도판독이나 일반조명을 제공하는 항공기 설비품목은 ""등,조종사실,항공기용(LIGHT,COCKPIT,AIRCRAFT)""을 참조한다.","A light specifically designed to be mounted on, near, or through a panel, switchboard, bulletin board, cowl, dashboard, and the like, and specifically designed to provide direct or indirect illumination thereon. It must include a shade, reflector, or other special device to direct illumination or to provide for the direction of illumination through the inherent design of the item, as in lights for edge lighted panels. It may include filters, dimming features, switches, and/or flexible gooseneck. For aircraft installed items prviding illumination for map reading or general utility illumination, in addition to panel illumination, see LIGHT (1), COCKPIT, AIRCRAFT. For items conforming to this basic definition with the additional feature of providing illuminated indication of a specific nature concerning the circuit in which it is inserted, see LIGHT (1), INDICATOR."
120,T264-A,소자장치,DEMAGNETIZER,"다른 품목에서 자성을 제거하기 위해  특수하게 고안된 품목으로 타 신호를 복사하기 위한 준비로  테이프나 도선에 유도된 자기적 신호를 혼란시키기 위해  특수하게 고안된 품목에 대해서는""지우개,자기식(ERASER, MAGNETIC)""을 참조한다.","An item specifically designed to remove magnetism from another item. For items specifically designed to disorientate the magnetic signal induced on tape or wire in preparation for the recording of another signal, see ERASER, MAGNETIC."
122,A33500,"분류기,계기식","SHUNT,INSTRUMENT",한개나 여러개의 금속바로 구성된 고정정밀 저항기는 기구자체의 실 범위를 초과하는 전류값의 측정을 하도록 기본적인 직류기구와 병행해서 사용하도록 특별히 제작되었다.,A fixed precision resistor consisting of a bar or bars of metal specifically designed for use in parallel with a basic direct current instrument to permit determination of current values exceeding the actual range of the instrument itself.
123,T213-K,"잭 조립체,전화기용","JACK ASSEMBLY,TELEPHONE","공동장치되거나 각각 따로 장치된 두개  이상의 전화잭으로 구성된 품목으로써  시명 조편과 같은 배선 또는 결합부품들을  포함한다. 관련 회로에의 연결기는 설치물이 달린 자동장치는 아니다. 자동적인 관련 회로에 연결된 품목은 ""전화회로,선로잭용(TELEPHONE CIRCUIT, LINE JACK)""을 참조한다.","An item consisting of two or more telephone jacks on a common mounting or mounted on each other. May include wiring or associated parts such as designation strips. Connection to related circuitry is not automatic with mounting. For items which connect to related circuitry automatically, see TELEPHONE CIRCUIT, LINE JACK."
124,A03400,"잭,전화기용","JACK,TELEPHONE","""플러그,전화기용(PLUG,TELEPHONE)""의 삽입을 위하여 준비되는 두개 이상의 도선의 접촉 용수철형 전기용구. 한개의 도선은 접지된다. ""잭,조립체,전화기용(JACK ASSEMBLY,TELEPHONE)""로 불리는 분리식 전화잭은 포 함시키지 않는다. 제외: JACK,TIP","A contact spring type electrical fitting of two or more conductors, which is arranged for the insertion of a PLUG,TELEPHONE. One conductor may be grounded. Does not include separable telephone jacks which are termed, JACK ASSEM BLY,TELEPHONE. Excludes:JACK,TIP."
125,T224-C,"매설지선,안테나용","COUNTERPOISE,ANTENNA",전기접지의 도구를 모의실험하기 위해 일정 모형으로 조립되거나 배열된 전도체의  도체나 시스템이다.,"A conductor or system of conductors, fabricated or arranged in a specific pattern, to simulate the properties of an electrical ground."
126,A001A0,"저항기,고정식,혼합형","RESISTOR,FIXED,COMPOSITION","옴가가 조절되거나 변화될 수 없는  저항기로서, 저항전극은 탄소, 절연물질 및 묶는 물건들로 이루어졌는데 이것들은 함께 섞어있든가 절연된 형태위에 전도물질이 한개의 얇은 층으로 놓여지도록 꾸며졌든가 한다. 전류의 흐름에 대한 저항은 사용되는 물질의 고유특성이며  품목 자체에서 소모되는 열로 나타난다.  참조: ""ATTENUATOR, FIXED"", ""RESISTOR, FIXED, COMPOSITION"" 제외: CARBON COMPOSITION TYPE RESISTORS","A resistor whose ohmic value cannot be adjusted or varied. The resistance element consists of a mixture of carbon, an insulating material, and suitable binders, either molded together or applied as a thin layer of conducting material on an insulated form. The opposition to the flow of current is an inherent property of the materials used and is manifest by the heat dissipation in the item itself. See also ATTENUATOR,FIXED; RESISTOR,FIXED,FILM; and RESISTOR,THERMAL. Excludes:SUPPRESSOR,IGNITION INTERFERENCE."
127,T321-B,"고정자,발전동기용","STATOR,DYNAMOTOR",,
128,T321-B,"고정자,발전기용","STATOR,GENERATOR","제외: STATOR, ENGINE GENERATOR","Excludes:STATOR,ENGINE GENERATOR."
129,T321-B,"고정자,전동기용","STATOR,MOTOR",,
130,T321-B,"고정자,전동기-발전기용","STATOR,MOTOR-GENERATOR",,
131,T321-B,"고정자,전동기-회전속도계 발전기용","STATOR,MOTOR-TACHOMETER GENERATOR","""전동기-회전속도계 발전기(MOTOR-TACHOMETER GENERATOR)""의 정비부분품인 고정자이다.",A stator which is a maintenance part of a MOTOR-TACHOMETER GENERATOR.
132,A06800,이어폰,EARPHONE,"전류 변화를 음파로 바꾸어 주는 장치로써 귀나 또는 기타 청각기에 대고 들을수 있으며 머리띠에 한개 이상의 이어폰이 부착된 품목은 ""헤드세트,전기용(HEADSET,ELECTRICAL)""을 참조한다.","An item which converts electrical current variations into sound waves and which is designed to be placed against the ear or against the opening of the auditory canal. For one or two earphones mounted on a headband, see HEADSET, ELECTRICAL."
